line_number,title,label,speaker,gender,year,score,word
65,The Shawshank Redemption,speech,WOMAN,female,1994,9.2,god
65,The Shawshank Redemption,speech,WOMAN,female,1994,9.2,god
65,The Shawshank Redemption,speech,WOMAN,female,1994,9.2,god
73,The Shawshank Redemption,speech,WOMAN,female,1994,9.2,god
73,The Shawshank Redemption,speech,WOMAN,female,1994,9.2,sooo
84,The Shawshank Redemption,speech,D.A.,male,1994,9.2,describe
85,The Shawshank Redemption,speech,D.A.,male,1994,9.2,confrontation
86,The Shawshank Redemption,speech,D.A.,male,1994,9.2,wife
86,The Shawshank Redemption,speech,D.A.,male,1994,9.2,night
86,The Shawshank Redemption,speech,D.A.,male,1994,9.2,murdered
91,The Shawshank Redemption,speech,ANDY,male,1994,9.2,bitter
92,The Shawshank Redemption,speech,ANDY,male,1994,9.2,glad
92,The Shawshank Redemption,speech,ANDY,male,1994,9.2,hated
93,The Shawshank Redemption,speech,ANDY,male,1994,9.2,sneaking
94,The Shawshank Redemption,speech,ANDY,male,1994,9.2,divorce
94,The Shawshank Redemption,speech,ANDY,male,1994,9.2,reno
96,The Shawshank Redemption,speech,D.A.,male,1994,9.2,response
98,The Shawshank Redemption,speech,ANDY,male,1994,9.2,told
98,The Shawshank Redemption,speech,ANDY,male,1994,9.2,grant
101,The Shawshank Redemption,speech,D.A.,male,1994,9.2,hell
102,The Shawshank Redemption,speech,D.A.,male,1994,9.2,reno
102,The Shawshank Redemption,speech,D.A.,male,1994,9.2,words
104,The Shawshank Redemption,speech,D.A.,male,1994,9.2,testimony
104,The Shawshank Redemption,speech,D.A.,male,1994,9.2,neighbors
107,The Shawshank Redemption,speech,ANDY,male,1994,9.2,remember
107,The Shawshank Redemption,speech,ANDY,male,1994,9.2,upset
110,The Shawshank Redemption,speech,D.A.,male,1994,9.2,happened
111,The Shawshank Redemption,speech,D.A.,male,1994,9.2,wife
111,The Shawshank Redemption,speech,D.A.,male,1994,9.2,argued
113,The Shawshank Redemption,speech,ANDY,male,1994,9.2,packed
113,The Shawshank Redemption,speech,ANDY,male,1994,9.2,bag
113,The Shawshank Redemption,speech,ANDY,male,1994,9.2,stay
114,The Shawshank Redemption,speech,ANDY,male,1994,9.2,quentin
116,The Shawshank Redemption,speech,D.A.,male,1994,9.2,glenn
116,The Shawshank Redemption,speech,D.A.,male,1994,9.2,quentin
116,The Shawshank Redemption,speech,D.A.,male,1994,9.2,golf
116,The Shawshank Redemption,speech,D.A.,male,1994,9.2,pro
117,The Shawshank Redemption,speech,D.A.,male,1994,9.2,falmouth
117,The Shawshank Redemption,speech,D.A.,male,1994,9.2,hills
117,The Shawshank Redemption,speech,D.A.,male,1994,9.2,country
117,The Shawshank Redemption,speech,D.A.,male,1994,9.2,club
118,The Shawshank Redemption,speech,D.A.,male,1994,9.2,recently
118,The Shawshank Redemption,speech,D.A.,male,1994,9.2,discovered
119,The Shawshank Redemption,speech,D.A.,male,1994,9.2,lover
121,The Shawshank Redemption,speech,D.A.,male,1994,9.2,follow
123,The Shawshank Redemption,speech,ANDY,male,1994,9.2,bars
124,The Shawshank Redemption,speech,ANDY,male,1994,9.2,decided
124,The Shawshank Redemption,speech,ANDY,male,1994,9.2,drive
124,The Shawshank Redemption,speech,ANDY,male,1994,9.2,quentin's
125,The Shawshank Redemption,speech,ANDY,male,1994,9.2,home
125,The Shawshank Redemption,speech,ANDY,male,1994,9.2,confront
126,The Shawshank Redemption,speech,ANDY,male,1994,9.2,parked
126,The Shawshank Redemption,speech,ANDY,male,1994,9.2,car
127,The Shawshank Redemption,speech,ANDY,male,1994,9.2,turnout
127,The Shawshank Redemption,speech,ANDY,male,1994,9.2,waited
129,The Shawshank Redemption,speech,D.A.,male,1994,9.2,intention
131,The Shawshank Redemption,speech,ANDY,male,1994,9.2,confused
131,The Shawshank Redemption,speech,ANDY,male,1994,9.2,drunk
132,The Shawshank Redemption,speech,ANDY,male,1994,9.2,scare
134,The Shawshank Redemption,speech,D.A.,male,1994,9.2,gun
139,The Shawshank Redemption,speech,D.A.,male,1994,9.2,arrived
140,The Shawshank Redemption,speech,D.A.,male,1994,9.2,house
140,The Shawshank Redemption,speech,D.A.,male,1994,9.2,murdered
142,The Shawshank Redemption,speech,ANDY,male,1994,9.2,sobering
142,The Shawshank Redemption,speech,ANDY,male,1994,9.2,realized
143,The Shawshank Redemption,speech,ANDY,male,1994,9.2,worth
143,The Shawshank Redemption,speech,ANDY,male,1994,9.2,decided
144,The Shawshank Redemption,speech,ANDY,male,1994,9.2,quickie
144,The Shawshank Redemption,speech,ANDY,male,1994,9.2,divorce
146,The Shawshank Redemption,speech,D.A.,male,1994,9.2,quickie
146,The Shawshank Redemption,speech,D.A.,male,1994,9.2,divorce
146,The Shawshank Redemption,speech,D.A.,male,1994,9.2,38
147,The Shawshank Redemption,speech,D.A.,male,1994,9.2,caliber
147,The Shawshank Redemption,speech,D.A.,male,1994,9.2,divorce
147,The Shawshank Redemption,speech,D.A.,male,1994,9.2,wrapped
148,The Shawshank Redemption,speech,D.A.,male,1994,9.2,handtowel
148,The Shawshank Redemption,speech,D.A.,male,1994,9.2,muffle
148,The Shawshank Redemption,speech,D.A.,male,1994,9.2,shots
150,The Shawshank Redemption,speech,D.A.,male,1994,9.2,shot
150,The Shawshank Redemption,speech,D.A.,male,1994,9.2,lover
152,The Shawshank Redemption,speech,ANDY,male,1994,9.2,car
153,The Shawshank Redemption,speech,ANDY,male,1994,9.2,drove
153,The Shawshank Redemption,speech,ANDY,male,1994,9.2,home
153,The Shawshank Redemption,speech,ANDY,male,1994,9.2,sleep
154,The Shawshank Redemption,speech,ANDY,male,1994,9.2,stopped
154,The Shawshank Redemption,speech,ANDY,male,1994,9.2,threw
155,The Shawshank Redemption,speech,ANDY,male,1994,9.2,gun
155,The Shawshank Redemption,speech,ANDY,male,1994,9.2,royal
155,The Shawshank Redemption,speech,ANDY,male,1994,9.2,river
155,The Shawshank Redemption,speech,ANDY,male,1994,9.2,feel
158,The Shawshank Redemption,speech,D.A.,male,1994,9.2,hazy
160,The Shawshank Redemption,speech,D.A.,male,1994,9.2,cleaning
161,The Shawshank Redemption,speech,D.A.,male,1994,9.2,morning
161,The Shawshank Redemption,speech,D.A.,male,1994,9.2,wife
162,The Shawshank Redemption,speech,D.A.,male,1994,9.2,lover
162,The Shawshank Redemption,speech,D.A.,male,1994,9.2,bed
162,The Shawshank Redemption,speech,D.A.,male,1994,9.2,riddled
162,The Shawshank Redemption,speech,D.A.,male,1994,9.2,38
163,The Shawshank Redemption,speech,D.A.,male,1994,9.2,caliber
163,The Shawshank Redemption,speech,D.A.,male,1994,9.2,bullets
163,The Shawshank Redemption,speech,D.A.,male,1994,9.2,strike
164,The Shawshank Redemption,speech,D.A.,male,1994,9.2,fantastic
164,The Shawshank Redemption,speech,D.A.,male,1994,9.2,coincidence
171,The Shawshank Redemption,speech,D.A.,male,1994,9.2,jury
171,The Shawshank Redemption,speech,D.A.,male,1994,9.2,heard
177,The Shawshank Redemption,speech,ANDY,male,1994,9.2,strike
177,The Shawshank Redemption,speech,ANDY,male,1994,9.2,fantastic
177,The Shawshank Redemption,speech,ANDY,male,1994,9.2,coincidence
179,The Shawshank Redemption,speech,D.A.,male,1994,9.2,sir
179,The Shawshank Redemption,speech,D.A.,male,1994,9.2,accord
182,The Shawshank Redemption,speech,D.A.,male,1994,9.2,claim
182,The Shawshank Redemption,speech,D.A.,male,1994,9.2,threw
182,The Shawshank Redemption,speech,D.A.,male,1994,9.2,gun
183,The Shawshank Redemption,speech,D.A.,male,1994,9.2,royal
183,The Shawshank Redemption,speech,D.A.,male,1994,9.2,river
183,The Shawshank Redemption,speech,D.A.,male,1994,9.2,murders
184,The Shawshank Redemption,speech,D.A.,male,1994,9.2,convenient
186,The Shawshank Redemption,speech,ANDY,male,1994,9.2,truth
188,The Shawshank Redemption,speech,D.A.,male,1994,9.2,recall
188,The Shawshank Redemption,speech,D.A.,male,1994,9.2,lt
188,The Shawshank Redemption,speech,D.A.,male,1994,9.2,mincher's
188,The Shawshank Redemption,speech,D.A.,male,1994,9.2,testimony
189,The Shawshank Redemption,speech,D.A.,male,1994,9.2,dragged
189,The Shawshank Redemption,speech,D.A.,male,1994,9.2,river
190,The Shawshank Redemption,speech,D.A.,male,1994,9.2,days
190,The Shawshank Redemption,speech,D.A.,male,1994,9.2,nary
190,The Shawshank Redemption,speech,D.A.,male,1994,9.2,gun
191,The Shawshank Redemption,speech,D.A.,male,1994,9.2,found
191,The Shawshank Redemption,speech,D.A.,male,1994,9.2,comparison
192,The Shawshank Redemption,speech,D.A.,male,1994,9.2,gun
192,The Shawshank Redemption,speech,D.A.,male,1994,9.2,bullets
193,The Shawshank Redemption,speech,D.A.,male,1994,9.2,bloodstained
193,The Shawshank Redemption,speech,D.A.,male,1994,9.2,corpses
194,The Shawshank Redemption,speech,D.A.,male,1994,9.2,victims
195,The Shawshank Redemption,speech,D.A.,male,1994,9.2,convenient
198,The Shawshank Redemption,speech,ANDY,male,1994,9.2,innocent
198,The Shawshank Redemption,speech,ANDY,male,1994,9.2,crime
199,The Shawshank Redemption,speech,ANDY,male,1994,9.2,sir
199,The Shawshank Redemption,speech,ANDY,male,1994,9.2,decidedly
199,The Shawshank Redemption,speech,ANDY,male,1994,9.2,inconvenient
200,The Shawshank Redemption,speech,ANDY,male,1994,9.2,gun
200,The Shawshank Redemption,speech,ANDY,male,1994,9.2,found
205,The Shawshank Redemption,speech,D.A.,male,1994,9.2,ladies
205,The Shawshank Redemption,speech,D.A.,male,1994,9.2,gentlemen
205,The Shawshank Redemption,speech,D.A.,male,1994,9.2,heard
206,The Shawshank Redemption,speech,D.A.,male,1994,9.2,evidence
207,The Shawshank Redemption,speech,D.A.,male,1994,9.2,accused
208,The Shawshank Redemption,speech,D.A.,male,1994,9.2,scene
208,The Shawshank Redemption,speech,D.A.,male,1994,9.2,crime
208,The Shawshank Redemption,speech,D.A.,male,1994,9.2,foot
209,The Shawshank Redemption,speech,D.A.,male,1994,9.2,prints
209,The Shawshank Redemption,speech,D.A.,male,1994,9.2,tire
209,The Shawshank Redemption,speech,D.A.,male,1994,9.2,tracks
209,The Shawshank Redemption,speech,D.A.,male,1994,9.2,bullets
210,The Shawshank Redemption,speech,D.A.,male,1994,9.2,scattered
210,The Shawshank Redemption,speech,D.A.,male,1994,9.2,ground
210,The Shawshank Redemption,speech,D.A.,male,1994,9.2,bear
211,The Shawshank Redemption,speech,D.A.,male,1994,9.2,fingerprints
211,The Shawshank Redemption,speech,D.A.,male,1994,9.2,broken
211,The Shawshank Redemption,speech,D.A.,male,1994,9.2,bourbon
212,The Shawshank Redemption,speech,D.A.,male,1994,9.2,bottle
212,The Shawshank Redemption,speech,D.A.,male,1994,9.2,likewise
212,The Shawshank Redemption,speech,D.A.,male,1994,9.2,fingerprints
213,The Shawshank Redemption,speech,D.A.,male,1994,9.2,beautiful
214,The Shawshank Redemption,speech,D.A.,male,1994,9.2,lover
214,The Shawshank Redemption,speech,D.A.,male,1994,9.2,lying
215,The Shawshank Redemption,speech,D.A.,male,1994,9.2,dead
215,The Shawshank Redemption,speech,D.A.,male,1994,9.2,other's
215,The Shawshank Redemption,speech,D.A.,male,1994,9.2,arms
216,The Shawshank Redemption,speech,D.A.,male,1994,9.2,sinned
216,The Shawshank Redemption,speech,D.A.,male,1994,9.2,crime
217,The Shawshank Redemption,speech,D.A.,male,1994,9.2,merit
217,The Shawshank Redemption,speech,D.A.,male,1994,9.2,death
217,The Shawshank Redemption,speech,D.A.,male,1994,9.2,sentence
220,The Shawshank Redemption,speech,D.A.,male,1994,9.2,suspect
220,The Shawshank Redemption,speech,D.A.,male,1994,9.2,dufresne's
220,The Shawshank Redemption,speech,D.A.,male,1994,9.2,answer
222,The Shawshank Redemption,speech,D.A.,male,1994,9.2,suspect
222,The Shawshank Redemption,speech,D.A.,male,1994,9.2,carried
223,The Shawshank Redemption,speech,D.A.,male,1994,9.2,sentence
223,The Shawshank Redemption,speech,D.A.,male,1994,9.2,night
223,The Shawshank Redemption,speech,D.A.,male,1994,9.2,september
224,The Shawshank Redemption,speech,D.A.,male,1994,9.2,21st
224,The Shawshank Redemption,speech,D.A.,male,1994,9.2,lord
224,The Shawshank Redemption,speech,D.A.,male,1994,9.2,1946
225,The Shawshank Redemption,speech,D.A.,male,1994,9.2,pumping
225,The Shawshank Redemption,speech,D.A.,male,1994,9.2,bullets
226,The Shawshank Redemption,speech,D.A.,male,1994,9.2,wife
226,The Shawshank Redemption,speech,D.A.,male,1994,9.2,glenn
227,The Shawshank Redemption,speech,D.A.,male,1994,9.2,quentin
232,The Shawshank Redemption,speech,D.A.,male,1994,9.2,revolver
232,The Shawshank Redemption,speech,D.A.,male,1994,9.2,holds
232,The Shawshank Redemption,speech,D.A.,male,1994,9.2,bullets
233,The Shawshank Redemption,speech,D.A.,male,1994,9.2,submit
234,The Shawshank Redemption,speech,D.A.,male,1994,9.2,hot
234,The Shawshank Redemption,speech,D.A.,male,1994,9.2,blooded
234,The Shawshank Redemption,speech,D.A.,male,1994,9.2,crime
234,The Shawshank Redemption,speech,D.A.,male,1994,9.2,passion
235,The Shawshank Redemption,speech,D.A.,male,1994,9.2,understood
236,The Shawshank Redemption,speech,D.A.,male,1994,9.2,condoned
237,The Shawshank Redemption,speech,D.A.,male,1994,9.2,revenge
237,The Shawshank Redemption,speech,D.A.,male,1994,9.2,brutal
238,The Shawshank Redemption,speech,D.A.,male,1994,9.2,cold
238,The Shawshank Redemption,speech,D.A.,male,1994,9.2,blooded
238,The Shawshank Redemption,speech,D.A.,male,1994,9.2,nature
239,The Shawshank Redemption,speech,D.A.,male,1994,9.2,bullets
239,The Shawshank Redemption,speech,D.A.,male,1994,9.2,victim
239,The Shawshank Redemption,speech,D.A.,male,1994,9.2,shots
240,The Shawshank Redemption,speech,D.A.,male,1994,9.2,fired
240,The Shawshank Redemption,speech,D.A.,male,1994,9.2,means
241,The Shawshank Redemption,speech,D.A.,male,1994,9.2,fired
241,The Shawshank Redemption,speech,D.A.,male,1994,9.2,gun
241,The Shawshank Redemption,speech,D.A.,male,1994,9.2,empty
242,The Shawshank Redemption,speech,D.A.,male,1994,9.2,stopped
242,The Shawshank Redemption,speech,D.A.,male,1994,9.2,reload
242,The Shawshank Redemption,speech,D.A.,male,1994,9.2,shoot
243,The Shawshank Redemption,speech,D.A.,male,1994,9.2,extra
243,The Shawshank Redemption,speech,D.A.,male,1994,9.2,bullet
244,The Shawshank Redemption,speech,D.A.,male,1994,9.2,lover
244,The Shawshank Redemption,speech,D.A.,male,1994,9.2,head
246,The Shawshank Redemption,speech,D.A.,male,1994,9.2,talking
246,The Shawshank Redemption,speech,D.A.,male,1994,9.2,people
247,The Shawshank Redemption,speech,D.A.,male,1994,9.2,decent
247,The Shawshank Redemption,speech,D.A.,male,1994,9.2,god
247,The Shawshank Redemption,speech,D.A.,male,1994,9.2,fearing
247,The Shawshank Redemption,speech,D.A.,male,1994,9.2,christian
248,The Shawshank Redemption,speech,D.A.,male,1994,9.2,folk
256,The Shawshank Redemption,speech,VOICE,unclear,1994,9.2,guilty
256,The Shawshank Redemption,speech,VOICE,unclear,1994,9.2,guilty
256,The Shawshank Redemption,speech,VOICE,unclear,1994,9.2,guilty
256,The Shawshank Redemption,speech,VOICE,unclear,1994,9.2,guilty
263,The Shawshank Redemption,speech,JUDGE,male,1994,9.2,strike
263,The Shawshank Redemption,speech,JUDGE,male,1994,9.2,icy
264,The Shawshank Redemption,speech,JUDGE,male,1994,9.2,remorseless
265,The Shawshank Redemption,speech,JUDGE,male,1994,9.2,chills
265,The Shawshank Redemption,speech,JUDGE,male,1994,9.2,blood
266,The Shawshank Redemption,speech,JUDGE,male,1994,9.2,power
266,The Shawshank Redemption,speech,JUDGE,male,1994,9.2,vested
267,The Shawshank Redemption,speech,JUDGE,male,1994,9.2,maine
268,The Shawshank Redemption,speech,JUDGE,male,1994,9.2,serve
268,The Shawshank Redemption,speech,JUDGE,male,1994,9.2,life
268,The Shawshank Redemption,speech,JUDGE,male,1994,9.2,sentences
270,The Shawshank Redemption,speech,JUDGE,male,1994,9.2,victims
280,The Shawshank Redemption,speech,MAN #1,male,1994,9.2,sit
283,The Shawshank Redemption,speech,MAN #2,male,1994,9.2,file
283,The Shawshank Redemption,speech,MAN #2,male,1994,9.2,served
284,The Shawshank Redemption,speech,MAN #2,male,1994,9.2,twenty
284,The Shawshank Redemption,speech,MAN #2,male,1994,9.2,life
284,The Shawshank Redemption,speech,MAN #2,male,1994,9.2,sentence
286,The Shawshank Redemption,speech,MAN #3,male,1994,9.2,feel
286,The Shawshank Redemption,speech,MAN #3,male,1994,9.2,rehabilitated
288,The Shawshank Redemption,speech,RED,male,1994,9.2,sir
288,The Shawshank Redemption,speech,RED,male,1994,9.2,absolutely
288,The Shawshank Redemption,speech,RED,male,1994,9.2,learned
289,The Shawshank Redemption,speech,RED,male,1994,9.2,lesson
289,The Shawshank Redemption,speech,RED,male,1994,9.2,honestly
290,The Shawshank Redemption,speech,RED,male,1994,9.2,changed
290,The Shawshank Redemption,speech,RED,male,1994,9.2,danger
291,The Shawshank Redemption,speech,RED,male,1994,9.2,society
291,The Shawshank Redemption,speech,RED,male,1994,9.2,god's
291,The Shawshank Redemption,speech,RED,male,1994,9.2,honest
292,The Shawshank Redemption,speech,RED,male,1994,9.2,truth
292,The Shawshank Redemption,speech,RED,male,1994,9.2,doubt
305,The Shawshank Redemption,speech,RED,male,1994,9.2,prison
306,The Shawshank Redemption,speech,RED,male,1994,9.2,america
306,The Shawshank Redemption,speech,RED,male,1994,9.2,guess
306,The Shawshank Redemption,speech,RED,male,1994,9.2,guy
307,The Shawshank Redemption,speech,RED,male,1994,9.2,cigarettes
308,The Shawshank Redemption,speech,RED,male,1994,9.2,bag
308,The Shawshank Redemption,speech,RED,male,1994,9.2,reefer
308,The Shawshank Redemption,speech,RED,male,1994,9.2,partial
309,The Shawshank Redemption,speech,RED,male,1994,9.2,bottle
309,The Shawshank Redemption,speech,RED,male,1994,9.2,brandy
309,The Shawshank Redemption,speech,RED,male,1994,9.2,celebrate
310,The Shawshank Redemption,speech,RED,male,1994,9.2,kid's
310,The Shawshank Redemption,speech,RED,male,1994,9.2,school
310,The Shawshank Redemption,speech,RED,male,1994,9.2,graduation
310,The Shawshank Redemption,speech,RED,male,1994,9.2,damn
311,The Shawshank Redemption,speech,RED,male,1994,9.2,reason
314,The Shawshank Redemption,speech,RED,male,1994,9.2,sir
314,The Shawshank Redemption,speech,RED,male,1994,9.2,regular
314,The Shawshank Redemption,speech,RED,male,1994,9.2,sears
315,The Shawshank Redemption,speech,RED,male,1994,9.2,roebuck
321,The Shawshank Redemption,speech,RED,male,1994,9.2,1949
321,The Shawshank Redemption,speech,RED,male,1994,9.2,smuggle
321,The Shawshank Redemption,speech,RED,male,1994,9.2,rita
322,The Shawshank Redemption,speech,RED,male,1994,9.2,hayworth
322,The Shawshank Redemption,speech,RED,male,1994,9.2,prison
323,The Shawshank Redemption,speech,RED,male,1994,9.2,told
325,The Shawshank Redemption,speech,CON,male,1994,9.2,fresh
325,The Shawshank Redemption,speech,CON,male,1994,9.2,fish
325,The Shawshank Redemption,speech,CON,male,1994,9.2,fresh
325,The Shawshank Redemption,speech,CON,male,1994,9.2,fish
332,The Shawshank Redemption,speech,RED,male,1994,9.2,shawshank
332,The Shawshank Redemption,speech,RED,male,1994,9.2,prison
333,The Shawshank Redemption,speech,RED,male,1994,9.2,1947
333,The Shawshank Redemption,speech,RED,male,1994,9.2,murdering
333,The Shawshank Redemption,speech,RED,male,1994,9.2,wife
334,The Shawshank Redemption,speech,RED,male,1994,9.2,fella
334,The Shawshank Redemption,speech,RED,male,1994,9.2,bangin
338,The Shawshank Redemption,speech,RED,male,1994,9.2,vice
339,The Shawshank Redemption,speech,RED,male,1994,9.2,president
339,The Shawshank Redemption,speech,RED,male,1994,9.2,portland
339,The Shawshank Redemption,speech,RED,male,1994,9.2,bank
342,The Shawshank Redemption,speech,RED,male,1994,9.2,conservative
342,The Shawshank Redemption,speech,RED,male,1994,9.2,banks
353,The Shawshank Redemption,speech,HADLEY,male,1994,9.2,feet
354,The Shawshank Redemption,speech,HADLEY,male,1994,9.2,bad
354,The Shawshank Redemption,speech,HADLEY,male,1994,9.2,walk
357,The Shawshank Redemption,speech,RED,male,1994,9.2,boys
357,The Shawshank Redemption,speech,RED,male,1994,9.2,human
358,The Shawshank Redemption,speech,RED,male,1994,9.2,charm
358,The Shawshank Redemption,speech,RED,male,1994,9.2,bracelet
360,The Shawshank Redemption,speech,HEYWOOD,male,1994,9.2,lookin
361,The Shawshank Redemption,speech,HEYWOOD,male,1994,9.2,heap
361,The Shawshank Redemption,speech,HEYWOOD,male,1994,9.2,maggot
361,The Shawshank Redemption,speech,HEYWOOD,male,1994,9.2,life
363,The Shawshank Redemption,speech,JIGGER,male,1994,9.2,comin
364,The Shawshank Redemption,speech,JIGGER,male,1994,9.2,pretty
366,The Shawshank Redemption,speech,FLOYD,male,1994,9.2,takin
366,The Shawshank Redemption,speech,FLOYD,male,1994,9.2,bets
369,The Shawshank Redemption,speech,RED,male,1994,9.2,bear
369,The Shawshank Redemption,speech,RED,male,1994,9.2,catholic
369,The Shawshank Redemption,speech,RED,male,1994,9.2,pope
369,The Shawshank Redemption,speech,RED,male,1994,9.2,woods
370,The Shawshank Redemption,speech,RED,male,1994,9.2,smokes
370,The Shawshank Redemption,speech,RED,male,1994,9.2,coin
370,The Shawshank Redemption,speech,RED,male,1994,9.2,bettor's
370,The Shawshank Redemption,speech,RED,male,1994,9.2,choice
372,The Shawshank Redemption,speech,FLOYD,male,1994,9.2,smokes
374,The Shawshank Redemption,speech,RED,male,1994,9.2,roller
374,The Shawshank Redemption,speech,RED,male,1994,9.2,horse
376,The Shawshank Redemption,speech,FLOYD,male,1994,9.2,gangly
376,The Shawshank Redemption,speech,FLOYD,male,1994,9.2,sack
377,The Shawshank Redemption,speech,FLOYD,male,1994,9.2,front
379,The Shawshank Redemption,speech,HEYWOOD,male,1994,9.2,bullshit
379,The Shawshank Redemption,speech,HEYWOOD,male,1994,9.2,action
384,The Shawshank Redemption,speech,HEYWOOD,male,1994,9.2,smokes
384,The Shawshank Redemption,speech,HEYWOOD,male,1994,9.2,son
385,The Shawshank Redemption,speech,HEYWOOD,male,1994,9.2,word
387,The Shawshank Redemption,speech,FLOYD,male,1994,9.2,smart
387,The Shawshank Redemption,speech,FLOYD,male,1994,9.2,call
389,The Shawshank Redemption,speech,HEYWOOD,male,1994,9.2,chubby
389,The Shawshank Redemption,speech,HEYWOOD,male,1994,9.2,fat
390,The Shawshank Redemption,speech,HEYWOOD,male,1994,9.2,front
391,The Shawshank Redemption,speech,HEYWOOD,male,1994,9.2,quarter
391,The Shawshank Redemption,speech,HEYWOOD,male,1994,9.2,deck
393,The Shawshank Redemption,speech,RED,male,1994,9.2,cigarettes
393,The Shawshank Redemption,speech,RED,male,1994,9.2,fat
394,The Shawshank Redemption,speech,RED,male,1994,9.2,takers
402,The Shawshank Redemption,speech,RED,male,1994,9.2,admit
403,The Shawshank Redemption,speech,RED,male,1994,9.2,time
403,The Shawshank Redemption,speech,RED,male,1994,9.2,laid
403,The Shawshank Redemption,speech,RED,male,1994,9.2,eyes
404,The Shawshank Redemption,speech,RED,male,1994,9.2,might'a
406,The Shawshank Redemption,speech,RED,male,1994,9.2,turd
406,The Shawshank Redemption,speech,RED,male,1994,9.2,prison
406,The Shawshank Redemption,speech,RED,male,1994,9.2,grays
406,The Shawshank Redemption,speech,RED,male,1994,9.2,looked
407,The Shawshank Redemption,speech,RED,male,1994,9.2,stiff
407,The Shawshank Redemption,speech,RED,male,1994,9.2,breeze
407,The Shawshank Redemption,speech,RED,male,1994,9.2,blow
408,The Shawshank Redemption,speech,RED,male,1994,9.2,impression
413,The Shawshank Redemption,speech,RED,male,1994,9.2,fella
414,The Shawshank Redemption,speech,RED,male,1994,9.2,stake
414,The Shawshank Redemption,speech,RED,male,1994,9.2,half
414,The Shawshank Redemption,speech,RED,male,1994,9.2,pack
414,The Shawshank Redemption,speech,RED,male,1994,9.2,takers
416,The Shawshank Redemption,speech,SNOOZE,male,1994,9.2,rich
416,The Shawshank Redemption,speech,SNOOZE,male,1994,9.2,bet
418,The Shawshank Redemption,speech,RED,male,1994,9.2,boys
418,The Shawshank Redemption,speech,RED,male,1994,9.2,prove
419,The Shawshank Redemption,speech,RED,male,1994,9.2,wrong
421,The Shawshank Redemption,speech,RED,male,1994,9.2,joe
421,The Shawshank Redemption,speech,RED,male,1994,9.2,brave
422,The Shawshank Redemption,speech,RED,male,1994,9.2,souls
422,The Shawshank Redemption,speech,RED,male,1994,9.2,ten
422,The Shawshank Redemption,speech,RED,male,1994,9.2,smokes
422,The Shawshank Redemption,speech,RED,male,1994,9.2,apiece
423,The Shawshank Redemption,speech,RED,male,1994,9.2,gentlemen
423,The Shawshank Redemption,speech,RED,male,1994,9.2,window's
423,The Shawshank Redemption,speech,RED,male,1994,9.2,closed
426,The Shawshank Redemption,speech,VOICE,unclear,1994,9.2,return
426,The Shawshank Redemption,speech,VOICE,unclear,1994,9.2,cellblocks
427,The Shawshank Redemption,speech,VOICE,unclear,1994,9.2,evening
427,The Shawshank Redemption,speech,VOICE,unclear,1994,9.2,count
432,The Shawshank Redemption,speech,HADLEY,male,1994,9.2,eyes
432,The Shawshank Redemption,speech,HADLEY,male,1994,9.2,front
438,The Shawshank Redemption,speech,NORTON,male,1994,9.2,warden
439,The Shawshank Redemption,speech,NORTON,male,1994,9.2,sinners
439,The Shawshank Redemption,speech,NORTON,male,1994,9.2,scum
440,The Shawshank Redemption,speech,NORTON,male,1994,9.2,rule
441,The Shawshank Redemption,speech,NORTON,male,1994,9.2,blaspheming
442,The Shawshank Redemption,speech,NORTON,male,1994,9.2,lord's
443,The Shawshank Redemption,speech,NORTON,male,1994,9.2,vain
443,The Shawshank Redemption,speech,NORTON,male,1994,9.2,prison
443,The Shawshank Redemption,speech,NORTON,male,1994,9.2,rules
444,The Shawshank Redemption,speech,NORTON,male,1994,9.2,figure
445,The Shawshank Redemption,speech,NORTON,male,1994,9.2,questions
447,The Shawshank Redemption,speech,CON,male,1994,9.2,eat
451,The Shawshank Redemption,speech,HADLEY,male,1994,9.2,eat
451,The Shawshank Redemption,speech,HADLEY,male,1994,9.2,eat
452,The Shawshank Redemption,speech,HADLEY,male,1994,9.2,piss
452,The Shawshank Redemption,speech,HADLEY,male,1994,9.2,piss
453,The Shawshank Redemption,speech,HADLEY,male,1994,9.2,sleep
454,The Shawshank Redemption,speech,HADLEY,male,1994,9.2,sleep
454,The Shawshank Redemption,speech,HADLEY,male,1994,9.2,maggot
460,The Shawshank Redemption,speech,NORTON,male,1994,9.2,questions
462,The Shawshank Redemption,speech,NORTON,male,1994,9.2,discipline
463,The Shawshank Redemption,speech,NORTON,male,1994,9.2,bible
463,The Shawshank Redemption,speech,NORTON,male,1994,9.2,receive
466,The Shawshank Redemption,speech,NORTON,male,1994,9.2,faith
466,The Shawshank Redemption,speech,NORTON,male,1994,9.2,lord
467,The Shawshank Redemption,speech,NORTON,male,1994,9.2,belongs
468,The Shawshank Redemption,speech,NORTON,male,1994,9.2,shawshank
470,The Shawshank Redemption,speech,HADLEY,male,1994,9.2,clothes
471,The Shawshank Redemption,speech,HADLEY,male,1994,9.2,day
474,The Shawshank Redemption,speech,HADLEY,male,1994,9.2,shower
480,The Shawshank Redemption,speech,HADLEY,male,1994,9.2,delouse
480,The Shawshank Redemption,speech,HADLEY,male,1994,9.2,piece
492,The Shawshank Redemption,speech,DOCTOR,unclear,1994,9.2,bend
