line_number,title,script,label,speaker,gender
49351,Silence of the Lambs,"Crawford coming outside, he tactfully departs. Crawford sits",other,NO SPEAKER,NA
49352,Silence of the Lambs,beside her; there's a brief silence. She soothes herself,other,NO SPEAKER,NA
49353,Silence of the Lambs,with the can.,other,NO SPEAKER,NA
49354,Silence of the Lambs,CRAWFORD,character,NO SPEAKER,NA
49355,Silence of the Lambs,When I told that sheriff we shouldn't,speech,CRAWFORD,male
49356,Silence of the Lambs,"talk in front of a woman, that really",speech,CRAWFORD,male
49357,Silence of the Lambs,"burned you, didn't it?",speech,CRAWFORD,male
49358,Silence of the Lambs,(she is silent),other,NO SPEAKER,NA
49359,Silence of the Lambs,"That was just smoke, Starling, I had",speech,CRAWFORD,male
49360,Silence of the Lambs,to get rid of him. You did well in,speech,CRAWFORD,male
49361,Silence of the Lambs,there.,speech,CRAWFORD,male
49362,Silence of the Lambs,CLARICE,character,NO SPEAKER,NA
49363,Silence of the Lambs,"It matters, Mr. Crawford... Other",speech,CLARICE,female
49364,Silence of the Lambs,cops know who you are. They look at,speech,CLARICE,female
49365,Silence of the Lambs,you to see how to act... It matters.,speech,CLARICE,female
49366,Silence of the Lambs,CRAWFORD,character,NO SPEAKER,NA
49367,Silence of the Lambs,(beat),other,NO SPEAKER,NA
49368,Silence of the Lambs,Point taken.,speech,CRAWFORD,male
49369,Silence of the Lambs,"She looks at him a moment, then offers the can. He opens it.",other,NO SPEAKER,NA
49370,Silence of the Lambs,CRAWFORD,character,NO SPEAKER,NA
49371,Silence of the Lambs,"When we get back, I want you to run",speech,CRAWFORD,male
49372,Silence of the Lambs,"that bug by the Smithsonian, see if",speech,CRAWFORD,male
49373,Silence of the Lambs,they can identify it. Maybe it's got,speech,CRAWFORD,male
49374,Silence of the Lambs,"some limited range, or it only breeds",speech,CRAWFORD,male
49375,Silence of the Lambs,at certain times of year... You found,speech,CRAWFORD,male
49376,Silence of the Lambs,"it, Starling, you deserve the credit.",speech,CRAWFORD,male
49377,Silence of the Lambs,CLARICE,character,NO SPEAKER,NA
49378,Silence of the Lambs,I'm wondering if he's done that before -,speech,CLARICE,female
49379,Silence of the Lambs,"placed a cocoon, or an insect. It",speech,CLARICE,female
49380,Silence of the Lambs,"would be easy to miss in an autopsy,",speech,CLARICE,female
49381,Silence of the Lambs,especially with a floater... Can we,speech,CLARICE,female
49382,Silence of the Lambs,check back on that?,speech,CLARICE,female
49383,Silence of the Lambs,CRAWFORD,character,NO SPEAKER,NA
49384,Silence of the Lambs,(shakes his head),other,NO SPEAKER,NA
49385,Silence of the Lambs,The other girls are in the ground.,speech,CRAWFORD,male
49386,Silence of the Lambs,Exhumations are upsetting for the,speech,CRAWFORD,male
49387,Silence of the Lambs,"families. I'll do it if I have to,",speech,CRAWFORD,male
49388,Silence of the Lambs,but -,speech,CRAWFORD,male
49389,Silence of the Lambs,CLARICE,character,NO SPEAKER,NA
49390,Silence of the Lambs,Then have the lab check Raspail's,speech,CLARICE,female
49391,Silence of the Lambs,head.,speech,CLARICE,female
49392,Silence of the Lambs,(he looks at her),other,NO SPEAKER,NA
49393,Silence of the Lambs,Dr. Lecter's patient - have them,speech,CLARICE,female
49394,Silence of the Lambs,probe his soft-palette tissues...,speech,CLARICE,female
49395,Silence of the Lambs,They'll find another cocoon.,speech,CLARICE,female
49396,Silence of the Lambs,CRAWFORD,character,NO SPEAKER,NA
49397,Silence of the Lambs,You seem pretty sure of that.,speech,CRAWFORD,male
49398,Silence of the Lambs,CLARICE,character,NO SPEAKER,NA
49399,Silence of the Lambs,Raspail was killed by the same man,speech,CLARICE,female
49400,Silence of the Lambs,who's killing these girls. And Lecter,speech,CLARICE,female
49401,Silence of the Lambs,knows him. Maybe even treated him...,speech,CLARICE,female
49402,Silence of the Lambs,"You think so, too, don't you? Or",speech,CLARICE,female
49403,Silence of the Lambs,you'd never have sent me to that,speech,CLARICE,female
49404,Silence of the Lambs,asylum.,speech,CLARICE,female
49405,Silence of the Lambs,"He looks at her for a moment, then sips again.",other,NO SPEAKER,NA
49406,Silence of the Lambs,CRAWFORD,character,NO SPEAKER,NA
49407,Silence of the Lambs,"Before we caught him, Lecter had a",speech,CRAWFORD,male
49408,Silence of the Lambs,big psychiatric practice in Baltimore.,speech,CRAWFORD,male
49409,Silence of the Lambs,But he traveled all over the country -,speech,CRAWFORD,male
49410,Silence of the Lambs,"teaching, consulting... Christ, even",speech,CRAWFORD,male
49411,Silence of the Lambs,testifying in murder trials. Who,speech,CRAWFORD,male
49412,Silence of the Lambs,knows how many potential psychos he,speech,CRAWFORD,male
49413,Silence of the Lambs,"turned loose, just for the fun of",speech,CRAWFORD,male
49414,Silence of the Lambs,it...?,speech,CRAWFORD,male
49415,Silence of the Lambs,DISSOLVE TO:,other,NO SPEAKER,NA
49416,Silence of the Lambs,INT. MR. GUMB'S CELLAR - DAY (DIM LIGHT),other,NO SPEAKER,NA
49417,Silence of the Lambs,"A shadowy male figure looks down at us, leaning over the",other,NO SPEAKER,NA
49418,Silence of the Lambs,edge of a deep hole. He holds a little white poodle in his,other,NO SPEAKER,NA
49419,Silence of the Lambs,"arms, stroking it. This is MR. GUMB, aka """"Buffalo Bill.""""",other,NO SPEAKER,NA
49420,Silence of the Lambs,MR. GUMB,character,NO SPEAKER,NA
49421,Silence of the Lambs,(softly),other,NO SPEAKER,NA
49422,Silence of the Lambs,Rub the cream on your skin. Rub it,speech,MR. GUMB,male
49423,Silence of the Lambs,in gooood...,speech,MR. GUMB,male
49424,Silence of the Lambs,CATHERINE MARTIN,other,NO SPEAKER,NA
49425,Silence of the Lambs,looks up at him. She is standing on the cement bottom of the,other,NO SPEAKER,NA
49426,Silence of the Lambs,"pit, or oubliette, about 15 feet below floor level. The pit",other,NO SPEAKER,NA
49427,Silence of the Lambs,"is bare, except for a futon and a plastic toilet bucket,",other,NO SPEAKER,NA
49428,Silence of the Lambs,from which a thin string rises up to the basement. She's,other,NO SPEAKER,NA
49429,Silence of the Lambs,"soaking wet, in an orange jumpsuit, and holds a squeeze bottle",other,NO SPEAKER,NA
49430,Silence of the Lambs,of skin lotion. She struggles to sound calm.,other,NO SPEAKER,NA
49431,Silence of the Lambs,CATHERINE,character,NO SPEAKER,NA
49432,Silence of the Lambs,Mister... my family will pay cash.,speech,CATHERINE,female
49433,Silence of the Lambs,"Whatever ransom you're askin' for,",speech,CATHERINE,female
49434,Silence of the Lambs,they -,speech,CATHERINE,female
49435,Silence of the Lambs,REVERSE ANGLE - UP TOWARDS MR. GUMB,other,NO SPEAKER,NA
49436,Silence of the Lambs,MR. GUMB,character,NO SPEAKER,NA
49437,Silence of the Lambs,Rub it in! Or you'll get the hose,speech,MR. GUMB,male
49438,Silence of the Lambs,again.,speech,MR. GUMB,male
49439,Silence of the Lambs,"The little dog squirms in his arms, BARKING excitedly.",other,NO SPEAKER,NA
49440,Silence of the Lambs,MR. GUMB,character,NO SPEAKER,NA
49441,Silence of the Lambs,"Yes, it will, Precious, won't it? It",speech,MR. GUMB,male
49442,Silence of the Lambs,will get the hose!,speech,MR. GUMB,male
49443,Silence of the Lambs,SIDE ANGLE - AT PIT BOTTOM,other,NO SPEAKER,NA
49444,Silence of the Lambs,"as Catherine kneels, turning slightly away from him.",other,NO SPEAKER,NA
49445,Silence of the Lambs,CATHERINE,character,NO SPEAKER,NA
49446,Silence of the Lambs,(under her breath),other,NO SPEAKER,NA
49447,Silence of the Lambs,Oh God... oh God...,speech,CATHERINE,female
49448,Silence of the Lambs,"She unzips her jumpsuit, part-way, then squeezes some of the",other,NO SPEAKER,NA
49449,Silence of the Lambs,"lotion onto a palm. She reaches inside her suit, rubs it on.",other,NO SPEAKER,NA
49450,Silence of the Lambs,CATHERINE,character,NO SPEAKER,NA
49451,Silence of the Lambs,"Mister, if you let me go, I won't",speech,CATHERINE,female
49452,Silence of the Lambs,"press charges, I promise. You've",speech,CATHERINE,female
49453,Silence of the Lambs,"only had me here a couple days, and -",speech,CATHERINE,female
49454,Silence of the Lambs,MR. GUMB (O.S.),character,NO SPEAKER,NA
49455,Silence of the Lambs,No. Just one day...,speech,MR. GUMB,male
49456,Silence of the Lambs,CATHERINE,character,NO SPEAKER,NA
49457,Silence of the Lambs,"Is that all...? See - see, my mom is",speech,CATHERINE,female
49458,Silence of the Lambs,"a real important woman... Well, I",speech,CATHERINE,female
49459,Silence of the Lambs,guess you already know that. She'll,speech,CATHERINE,female
49460,Silence of the Lambs,"pay you, no questions asked. Whatever",speech,CATHERINE,female
49461,Silence of the Lambs,"cause you represent - Iran, Palestine -",speech,CATHERINE,female
49462,Silence of the Lambs,she'll see that -,speech,CATHERINE,female
49463,Silence of the Lambs,"A sudden blinding glare of light silences her. She looks up,",other,NO SPEAKER,NA
49464,Silence of the Lambs,shielding her eyes.,other,NO SPEAKER,NA
49465,Silence of the Lambs,HER POV,other,NO SPEAKER,NA
49466,Silence of the Lambs,"a floodlamp is descending, attached to a small basket.",other,NO SPEAKER,NA
49467,Silence of the Lambs,MR. GUMB,character,NO SPEAKER,NA
49468,Silence of the Lambs,Put the bottle in the basket. No,speech,MR. GUMB,male
49469,Silence of the Lambs,"funny business, or you'll be sorry...",speech,MR. GUMB,male
49470,Silence of the Lambs,NEW ANGLE - CATHERINE,other,NO SPEAKER,NA
49471,Silence of the Lambs,"as the basket stops, and she steadies it. But as she slips",other,NO SPEAKER,NA
49472,Silence of the Lambs,"the bottle in, she sees something, O.S., just at the fringe",other,NO SPEAKER,NA
49473,Silence of the Lambs,"of the light. She hesitates, looks closer... then begins to",other,NO SPEAKER,NA
49474,Silence of the Lambs,"scream, hysterically, again and again. Her outflung hand",other,NO SPEAKER,NA
49475,Silence of the Lambs,"hits the lamp, and in its swaying glare, we see - high on",other,NO SPEAKER,NA
49476,Silence of the Lambs,"the concrete walls, all around her -",other,NO SPEAKER,NA
49477,Silence of the Lambs,BLOODY FINGER TRACKS,other,NO SPEAKER,NA
49478,Silence of the Lambs,"dried now, brownish - left by many pairs of frenzied hands...",other,NO SPEAKER,NA
49479,Silence of the Lambs,CUT TO:,other,NO SPEAKER,NA
49480,Silence of the Lambs,INT.CLARICE'S DORM ROOM - FBI ACADEMY - DAWN,other,NO SPEAKER,NA
49481,Silence of the Lambs,"Clarice is at her desk, exercising her right hand with the",other,NO SPEAKER,NA
49482,Silence of the Lambs,"grip flexer, while simultaneously studying a thick law book.",other,NO SPEAKER,NA
49483,Silence of the Lambs,"Ardelia sticks her head in the door, excited.",other,NO SPEAKER,NA
49484,Silence of the Lambs,ARDELIA,character,NO SPEAKER,NA
49485,Silence of the Lambs,You better come see this.,speech,ARDELIA,female
49486,Silence of the Lambs,CUT TO:,other,NO SPEAKER,NA
49487,Silence of the Lambs,INT. RECREATION ROOM - FBI ACADEMY - DAWN,other,NO SPEAKER,NA
49488,Silence of the Lambs,"CLOSE ON a TV screen, filled with a photo of Catherine Martin.",other,NO SPEAKER,NA
49489,Silence of the Lambs,TV ANCHOR (V.O.),character,NO SPEAKER,NA
49490,Silence of the Lambs,...was listed at first simply as a,speech,TV ANCHOR,unclear
49491,Silence of the Lambs,"missing person, but is now believed",speech,TV ANCHOR,unclear
49492,Silence of the Lambs,to have been kidnapped by the serial,speech,TV ANCHOR,unclear
49493,Silence of the Lambs,"killer known only as """"Buffalo Bill.""""",speech,TV ANCHOR,unclear
49494,Silence of the Lambs,"The photo disappears, replaced by the TV ANCHOR himself.",other,NO SPEAKER,NA
49495,Silence of the Lambs,TV ANCHOR,character,NO SPEAKER,NA
49496,Silence of the Lambs,Memphis Police sources indicate that,speech,TV ANCHOR,unclear
49497,Silence of the Lambs,the missing girl's blouse has been,speech,TV ANCHOR,unclear
49498,Silence of the Lambs,"identified, sliced up the back, in",speech,TV ANCHOR,unclear
49499,Silence of the Lambs,what has become a kind of grim calling,speech,TV ANCHOR,unclear
49500,Silence of the Lambs,"card. Young Catherine Martin, as",speech,TV ANCHOR,unclear
49501,Silence of the Lambs,"we've said, is the only daughter of",speech,TV ANCHOR,unclear
49502,Silence of the Lambs,U.S. Senator Ruth Martin -,speech,TV ANCHOR,unclear
49503,Silence of the Lambs,CLARICE,other,NO SPEAKER,NA
49504,Silence of the Lambs,"looks at Ardelia, surprised. Other trainees are drifting",other,NO SPEAKER,NA
49505,Silence of the Lambs,"into the rec room, some whispering among themselves. Clarice",other,NO SPEAKER,NA
49506,Silence of the Lambs,stares back at the TV intently.,other,NO SPEAKER,NA
49507,Silence of the Lambs,TV ANCHOR (O.S.),character,NO SPEAKER,NA
49508,Silence of the Lambs,...the Republican junior senator,speech,TV ANCHOR,unclear
49509,Silence of the Lambs,from Tennessee. And while her,speech,TV ANCHOR,unclear
49510,Silence of the Lambs,kidnapping is not at this point,speech,TV ANCHOR,unclear
49511,Silence of the Lambs,considered to be politically,speech,TV ANCHOR,unclear
49512,Silence of the Lambs,"motivated, nevertheless it has stirred",speech,TV ANCHOR,unclear
49513,Silence of the Lambs,the government -,speech,TV ANCHOR,unclear
49514,Silence of the Lambs,BACK ON THE TV ANCHOR,other,NO SPEAKER,NA
49515,Silence of the Lambs,TV ANCHOR,character,NO SPEAKER,NA
49516,Silence of the Lambs,"...to its highest levels, the",speech,TV ANCHOR,unclear
49517,Silence of the Lambs,"president himself being said to be,",speech,TV ANCHOR,unclear
49518,Silence of the Lambs,"and I quote, """"intensely concerned.""""",speech,TV ANCHOR,unclear
49519,Silence of the Lambs,"Just moments ago, Senator Martin",speech,TV ANCHOR,unclear
49520,Silence of the Lambs,made this dramatic personal plea...,speech,TV ANCHOR,unclear
49521,Silence of the Lambs,SENATOR MARTIN (TV FOOTAGE),other,NO SPEAKER,NA
49522,Silence of the Lambs,"fills the screen, in a halo of lens flare, as she speaks to",other,NO SPEAKER,NA
49523,Silence of the Lambs,a jostling crowd of reporters on the front steps of her,other,NO SPEAKER,NA
49524,Silence of the Lambs,"Georgetown home. A tall woman, late 40's, with a strong,",other,NO SPEAKER,NA
49525,Silence of the Lambs,taut face.,other,NO SPEAKER,NA
49526,Silence of the Lambs,SEN. MARTIN,character,NO SPEAKER,NA
49527,Silence of the Lambs,I'm speaking now to the person who,speech,SEN. MARTIN,female
49528,Silence of the Lambs,is holding my daughter. Her name is,speech,SEN. MARTIN,female
49529,Silence of the Lambs,Catherine... You have the power to,speech,SEN. MARTIN,female
49530,Silence of the Lambs,"let Catherine go, unharmed. She's",speech,SEN. MARTIN,female
49531,Silence of the Lambs,very gentle and kind - talk to her,speech,SEN. MARTIN,female
49532,Silence of the Lambs,and you'll see. Her name is,speech,SEN. MARTIN,female
49533,Silence of the Lambs,Catherine...,speech,SEN. MARTIN,female
49534,Silence of the Lambs,Clarice is moved by what she sees. Other trainees are all,other,NO SPEAKER,NA
49535,Silence of the Lambs,around her.,other,NO SPEAKER,NA
49536,Silence of the Lambs,CLARICE,character,NO SPEAKER,NA
49537,Silence of the Lambs,(whispers),other,NO SPEAKER,NA
49538,Silence of the Lambs,"Boy, is that smart...",speech,CLARICE,female
49539,Silence of the Lambs,ARDELIA,character,NO SPEAKER,NA
49540,Silence of the Lambs,Why does she keep repeating the name?,speech,ARDELIA,female
49541,Silence of the Lambs,CLARICE,character,NO SPEAKER,NA
49542,Silence of the Lambs,Somebody's coaching her... They're,speech,CLARICE,female
49543,Silence of the Lambs,trying to make him see Catherine as,speech,CLARICE,female
49544,Silence of the Lambs,a person - not just an object.,speech,CLARICE,female
49545,Silence of the Lambs,ON THE TV AGAIN,other,NO SPEAKER,NA
49546,Silence of the Lambs,SEN. MARTIN,character,NO SPEAKER,NA
49547,Silence of the Lambs,You have a chance to show the whole,speech,SEN. MARTIN,female
49548,Silence of the Lambs,"world that you can be merciful, as",speech,SEN. MARTIN,female
49549,Silence of the Lambs,well as strong. Please - I beg you -,speech,SEN. MARTIN,female
49550,Silence of the Lambs,release my Catherine...,speech,SEN. MARTIN,female
49551,Silence of the Lambs,NEW FOOTAGE,other,NO SPEAKER,NA
49552,Silence of the Lambs,"as we see (NIGHT, TELEPHOTO) - a taped-off section of",other,NO SPEAKER,NA
49553,Silence of the Lambs,"Catherine's parking lot. Technicians, with instruments, are",other,NO SPEAKER,NA
49554,Silence of the Lambs,kneeling by the crushed grocery bag.,other,NO SPEAKER,NA
49555,Silence of the Lambs,2ND TV ANCHOR (V.O.),character,NO SPEAKER,NA
49556,Silence of the Lambs,"Meanwhile. in Memphis, the",speech,2ND TV ANCHOR,unclear
49557,Silence of the Lambs,investigation continued throughout,speech,2ND TV ANCHOR,unclear
49558,Silence of the Lambs,"the night, as state and local",speech,2ND TV ANCHOR,unclear
49559,Silence of the Lambs,authorities were joined at the kidnap,speech,2ND TV ANCHOR,unclear
49560,Silence of the Lambs,scene by agents of the FBI...,speech,2ND TV ANCHOR,unclear
49561,Silence of the Lambs,MOVING ANGLE (STILL TV FOOTAGE),other,NO SPEAKER,NA
49562,Silence of the Lambs,as Jack Crawford is seen striding towards the front door of,other,NO SPEAKER,NA
49563,Silence of the Lambs,"Catherine's apartment, followed by Burroughs and other agents.",other,NO SPEAKER,NA
49564,Silence of the Lambs,"One of them moves quickly towards the CAMERA, waving it back.",other,NO SPEAKER,NA
49565,Silence of the Lambs,REC ROOM ANGLE - FAVORING ARDELIA,other,NO SPEAKER,NA
49566,Silence of the Lambs,"as the other trainees send up a brief, ironic cheer. But",other,NO SPEAKER,NA
49567,Silence of the Lambs,Ardelia turns sympathetically towards the troubled Clarice.,other,NO SPEAKER,NA
49568,Silence of the Lambs,ARDELIA,character,NO SPEAKER,NA
49569,Silence of the Lambs,"I don't know whether to say """"I'm",speech,ARDELIA,female
49570,Silence of the Lambs,"sorry,"""" or """"Congratulations."""" But",speech,ARDELIA,female
49571,Silence of the Lambs,girl? - you just went prime time.,speech,ARDELIA,female
49572,Silence of the Lambs,CUT TO:,other,NO SPEAKER,NA
49573,Silence of the Lambs,EXT. SMITHSONIAN - MUSEUM OF NATURAL HISTORY - DAY,other,NO SPEAKER,NA
49574,Silence of the Lambs,The massive Victorian building looms over Constitution Avenue.,other,NO SPEAKER,NA
49575,Silence of the Lambs,"Clarice quickly mounts the steps, carrying a small plastic",other,NO SPEAKER,NA
49576,Silence of the Lambs,box.,other,NO SPEAKER,NA
49577,Silence of the Lambs,CRAWFORD,character,NO SPEAKER,NA
49578,Silence of the Lambs,I don't think he knew that she's a,speech,CRAWFORD,male
49579,Silence of the Lambs,"Senator's child. She's a big girl,",speech,CRAWFORD,male
49580,Silence of the Lambs,"Starling, like all the rest. We're",speech,CRAWFORD,male
49581,Silence of the Lambs,going on the theory she was randomly,speech,CRAWFORD,male
49582,Silence of the Lambs,targeted by size...,speech,CRAWFORD,male
49583,Silence of the Lambs,CUT TO:,other,NO SPEAKER,NA
49584,Silence of the Lambs,INT. MUSEUM CORRIDOR - DAY,other,NO SPEAKER,NA
49585,Silence of the Lambs,"Clarice, now accompanied by a museum guard, walks through an",other,NO SPEAKER,NA
49586,Silence of the Lambs,eerie landscape of dinosaur bones - crouching skeletons with,other,NO SPEAKER,NA
49587,Silence of the Lambs,"blank eye sockets, gaping fangs.",other,NO SPEAKER,NA
49588,Silence of the Lambs,CRAWFORD (V.O.),character,NO SPEAKER,NA
49589,Silence of the Lambs,"By now, Bill's had her for 36 hours.",speech,CRAWFORD,male
49590,Silence of the Lambs,"That leaves us just 36 more, before",speech,CRAWFORD,male
49591,Silence of the Lambs,"he kills her... But maybe, just maybe,",speech,CRAWFORD,male
49592,Silence of the Lambs,"Starling, we caught a real break",speech,CRAWFORD,male
49593,Silence of the Lambs,this time - thanks to you.,speech,CRAWFORD,male
49594,Silence of the Lambs,(beat),other,NO SPEAKER,NA
49595,Silence of the Lambs,"We found another bug, in Raspail's",speech,CRAWFORD,male
49596,Silence of the Lambs,head.,speech,CRAWFORD,male
49597,Silence of the Lambs,CUT TO:,other,NO SPEAKER,NA
49598,Silence of the Lambs,INT. MUSEUM OFFICE - DAY,other,NO SPEAKER,NA
49599,Silence of the Lambs,"CLOSE ON an live, enormous, rhinoceros beetle, as it weaves",other,NO SPEAKER,NA
49600,Silence of the Lambs,"its clumsy way among the men on a chessboard, before finally",other,NO SPEAKER,NA
49601,Silence of the Lambs,"stepping off the edge, onto a lettuce leaf.",other,NO SPEAKER,NA
49602,Silence of the Lambs,RODEN (V.O.),character,NO SPEAKER,NA
49603,Silence of the Lambs,"Time, Pilch! My move.",speech,RODEN,male
49604,Silence of the Lambs,PILCHER (V.O.),character,NO SPEAKER,NA
49605,Silence of the Lambs,No fair! You lured him with produce.,speech,PILCHER,male
49606,Silence of the Lambs,WIDER ANGLE,other,NO SPEAKER,NA
49607,Silence of the Lambs,"shows two entomologists, both 30ish, hunched over the board.",other,NO SPEAKER,NA
49608,Silence of the Lambs,"RODEN is a pudgy redhead; PILCHER is lean, quite handsome.",other,NO SPEAKER,NA
49609,Silence of the Lambs,RODEN,character,NO SPEAKER,NA
49610,Silence of the Lambs,Tough noogies! It's still my turn.,speech,RODEN,male
49611,Silence of the Lambs,CLARICE (O.S.),character,NO SPEAKER,NA
49612,Silence of the Lambs,"If the beetle moves one of your men,",speech,CLARICE,female
49613,Silence of the Lambs,does that count?,speech,CLARICE,female
49614,Silence of the Lambs,"They look up, delighted to see Clarice in the doorway. Both",other,NO SPEAKER,NA
49615,Silence of the Lambs,men are hopelessly smitten by her.,other,NO SPEAKER,NA
49616,Silence of the Lambs,RODEN,character,NO SPEAKER,NA
49617,Silence of the Lambs,Of course it counts. How do you play?,speech,RODEN,male
49618,Silence of the Lambs,PILCHER,character,NO SPEAKER,NA
49619,Silence of the Lambs,(grins),other,NO SPEAKER,NA
49620,Silence of the Lambs,Officer Starling. Welcome back.,speech,PILCHER,male
49621,Silence of the Lambs,CUT TO:,other,NO SPEAKER,NA
49622,Silence of the Lambs,INT. ENTOMOLOGY CORRIDOR - DAY,other,NO SPEAKER,NA
49623,Silence of the Lambs,MOVING ANGLE as Clarice and the two men go briskly down a,other,NO SPEAKER,NA
49624,Silence of the Lambs,"hall lined with mounted insects, in all shapes and sizes.",other,NO SPEAKER,NA
49625,Silence of the Lambs,"Roden peers at Clarice's new cocoon, in its box.",other,NO SPEAKER,NA
49626,Silence of the Lambs,RODEN,character,NO SPEAKER,NA
49627,Silence of the Lambs,Where the hell did this one come,speech,RODEN,male
49628,Silence of the Lambs,from? It's practically mush.,speech,RODEN,male
49629,Silence of the Lambs,CLARICE,character,NO SPEAKER,NA
49630,Silence of the Lambs,You really don't want to know.,speech,CLARICE,female
49631,Silence of the Lambs,PILCHER,character,NO SPEAKER,NA
49632,Silence of the Lambs,Your West Virginia specimen gave us,speech,PILCHER,male
49633,Silence of the Lambs,"quite a bit of trouble, but I finally",speech,PILCHER,male
49634,Silence of the Lambs,managed to narrow his species through,speech,PILCHER,male
49635,Silence of the Lambs,chaetaxy - studying the skin.,speech,PILCHER,male
49636,Silence of the Lambs,RODEN,character,NO SPEAKER,NA
49637,Silence of the Lambs,I'm the one who found his perforating,speech,RODEN,male
49638,Silence of the Lambs,"proboscis! Are you wearing a gun,",speech,RODEN,male
49639,Silence of the Lambs,right now?,speech,RODEN,male
49640,Silence of the Lambs,(Clarice nods),other,NO SPEAKER,NA
49641,Silence of the Lambs,"Ooh, cool! Can I see it? Can I?",speech,RODEN,male
49642,Silence of the Lambs,PILCHER,character,NO SPEAKER,NA
49643,Silence of the Lambs,Just ignore him. He's not a Ph.D.,speech,PILCHER,male
49644,Silence of the Lambs,CUT TO:,other,NO SPEAKER,NA
49645,Silence of the Lambs,INT. LABORATORY - DAY,other,NO SPEAKER,NA
49646,Silence of the Lambs,"VERY CLOSE (MAGNIFICATION) on the sliced cocoon, as Roden",other,NO SPEAKER,NA
49647,Silence of the Lambs,uses tweezers and a dental probe to ease out the sodden,other,NO SPEAKER,NA
49648,Silence of the Lambs,chrysalis.,other,NO SPEAKER,NA
49649,Silence of the Lambs,RODEN (O.S.),character,NO SPEAKER,NA
49650,Silence of the Lambs,The whole trick is to remove the,speech,RODEN,male
49651,Silence of the Lambs,chrysalis without destroying it...,speech,RODEN,male
49652,Silence of the Lambs,The wings are just like wet tissue,speech,RODEN,male
49653,Silence of the Lambs,paper...,speech,RODEN,male
49654,Silence of the Lambs,THE TWO MEN,other,NO SPEAKER,NA
49655,Silence of the Lambs,"are hunched over a formica table, peering through square",other,NO SPEAKER,NA
49656,Silence of the Lambs,magnifiers into stainless trays. Clarice watches curiously.,other,NO SPEAKER,NA
49657,Silence of the Lambs,"Of their two specimens, Pilcher's moth is in much better",other,NO SPEAKER,NA
49658,Silence of the Lambs,"condition - a big brown creature, its wings outspread on",other,NO SPEAKER,NA
49659,Silence of the Lambs,towel paper.,other,NO SPEAKER,NA
49660,Silence of the Lambs,PILCHER,character,NO SPEAKER,NA
49661,Silence of the Lambs,(without looking up),other,NO SPEAKER,NA
49662,Silence of the Lambs,What do you do when you're not,speech,PILCHER,male
49663,Silence of the Lambs,"detecting, Officer Starling?",speech,PILCHER,male
49664,Silence of the Lambs,CLARICE,character,NO SPEAKER,NA
49665,Silence of the Lambs,"I try to be a student, Dr. Pilcher.",speech,CLARICE,female
49666,Silence of the Lambs,PILCHER,character,NO SPEAKER,NA
49667,Silence of the Lambs,Ever get out for cheeseburgers and,speech,PILCHER,male
49668,Silence of the Lambs,beer? The amusing house wine...?,speech,PILCHER,male
49669,Silence of the Lambs,CLARICE,character,NO SPEAKER,NA
49670,Silence of the Lambs,(smiles),other,NO SPEAKER,NA
49671,Silence of the Lambs,Not lately. But maybe someday.,speech,CLARICE,female
49672,Silence of the Lambs,"He looks up at her, shyly. A little moment passes between",other,NO SPEAKER,NA
49673,Silence of the Lambs,"them, before Roden straightens, exultant.",other,NO SPEAKER,NA
49674,Silence of the Lambs,RODEN,character,NO SPEAKER,NA
49675,Silence of the Lambs,Positive match!,speech,RODEN,male
49676,Silence of the Lambs,CLARICE,character,NO SPEAKER,NA
49677,Silence of the Lambs,You're sure?,speech,CLARICE,female
49678,Silence of the Lambs,RODEN,character,NO SPEAKER,NA
49679,Silence of the Lambs,(points with his dental,other,NO SPEAKER,NA
49680,Silence of the Lambs,probe),other,NO SPEAKER,NA
49681,Silence of the Lambs,West Virginia... Baltimore. Officer,speech,RODEN,male
49682,Silence of the Lambs,"Starling, meet Mister Acherontia",speech,RODEN,male
49683,Silence of the Lambs,Styx.,speech,RODEN,male
49684,Silence of the Lambs,He moves aside for Clarice to get a closer look at Pilcher's,other,NO SPEAKER,NA
49685,Silence of the Lambs,"specimen. She leans forward, intently.",other,NO SPEAKER,NA
49686,Silence of the Lambs,HER POV (MAGNIFICATION),other,NO SPEAKER,NA
49687,Silence of the Lambs,"the wide, furry, brown back of the moth. And there, right",other,NO SPEAKER,NA
49688,Silence of the Lambs,between the wing bases - wonderful and terrible to see - is,other,NO SPEAKER,NA
49689,Silence of the Lambs,nature's perfect reproduction of a ghostly human skull.,other,NO SPEAKER,NA
49690,Silence of the Lambs,RODEN (O.S.),character,NO SPEAKER,NA
49691,Silence of the Lambs,Better known to his friends as the,speech,RODEN,male
49692,Silence of the Lambs,Death's-head Moth...,speech,RODEN,male
49693,Silence of the Lambs,PILCHER (O.S.),character,NO SPEAKER,NA
49694,Silence of the Lambs,The Latin name comes from two rivers,speech,PILCHER,male
49695,Silence of the Lambs,in Hell. Your man - he drops these,speech,PILCHER,male
49696,Silence of the Lambs,"girls into rivers, every time. Didn't",speech,PILCHER,male
49697,Silence of the Lambs,I read that?,speech,PILCHER,male
49698,Silence of the Lambs,FAVORING CLARICE,other,NO SPEAKER,NA
49699,Silence of the Lambs,"as she looks up at him, awed, excited, almost trembling.",other,NO SPEAKER,NA
49700,Silence of the Lambs,CLARICE,character,NO SPEAKER,NA
